 # NeoMom v0
 # 2026-06-28, T17:25:55
# /home/john/Ant_neomom_to_git/AntennaModeling_neoMoM/input_gui/junk.nml
# &RunTitle
#    title = 'test 4'
# /
# &Frequency_MHz
#    fmin  = 7.0
#    fmax  = 7.0
#    nFreq = 1
# /
# &Ground
#    Ground_Plane = 'real'
#    epsilon = 14.0
#    sigma = 0.005
# /
# &OPTIONS
#    NBASISPERLAMBDA = 40
#    Output_Currents = .FALSE.
# /
# &node_input
#    zHeight = 10.0
#    nNodes = 3
#    units = 'meters'
#  node_list(1) = 'A', 0.0, 0.0, 0.0
#  node_list(2) = 'B', 10.0, 0.0, 0.0
#  node_list(3) = 'C', 20.0, 0.0, 0.0
# /
# &wire_primitive
#    tag   = 'W1',
#    nNodes = 3,
#    nodeTags = 'A' 'B' 'C'
#    radius     = 0.001
# /
# &excitation_input
#    wireTag = 'W1'
#    nodeTag = 'B'
#    voltage = 1.0
#    phase_deg = 0.0
# /
# 
# filename        : /home/john/Ant_neomom_to_git/AntennaModeling_neoMoM/input_gui/junk.csv
# title           : test 4
 # frequency_MHz   :   7.000000    
 # wavelength_m    :   42.82749    
 #
 # input impedance :  (71.35602,-48.30164)
 # SWR             :    2.357587    
 #
 # gain_peak_dBi   :    6.034438    
 # e_theta_max     :   0.0000000E+00  0.0000000E+00
 # e_phi_max       :    20.00000       90.00000    
 # e_total_max     :    20.00000       90.00000    
 #
 # ground_type     : REAL      
 # height above ground :    10.00000    
 #
 # theta_start     :   0.0000000E+00
 # theta_stop      :    90.00000    
 # theta_step      :    5.000000    
 # nTheta          :           19
 # phi_start       :   0.0000000E+00
 # phi_stop        :    360.0000    
 # phi_step        :    5.000000    
 # nPhi            :           73
 #
 # theta_deg, phi_deg, re_Etheta, im_Etheta, re_Ephi, im_Ephi
   60.00       25.00       1.492       4.146     -0.3342E-01  -4.425    
   60.00       30.00       1.647       3.928     -0.3120      -5.287    
   60.00       35.00       1.799       3.662     -0.7289      -6.110    
   60.00       40.00       1.937       3.348      -1.296      -6.869    
   60.00       45.00       2.043       2.989      -2.016      -7.531    
   60.00       50.00       2.102       2.591      -2.885      -8.063    
   60.00       55.00       2.100       2.167      -3.883      -8.429    
   60.00       60.00       2.024       1.731      -4.983      -8.594    
   60.00       65.00       1.867       1.302      -6.143      -8.533    
   60.00       70.00       1.627      0.9021      -7.312      -8.228    
   60.00       75.00       1.306      0.5531      -8.433      -7.676    
   60.00       80.00      0.9168      0.2757      -9.448      -6.890    
   60.00       85.00      0.4742      0.8738E-01  -10.30      -5.900    
   60.00       90.00     -0.2415E-06 -0.1729E-07  -10.94      -4.749    
   60.00       95.00     -0.4818      0.1892E-01  -11.34      -3.493    
   60.00       100.0     -0.9467      0.1422      -11.49      -2.196    
   60.00       105.0      -1.372      0.3609      -11.37     -0.9199    
   60.00       110.0      -1.739      0.6601      -11.00      0.2732    
   60.00       115.0      -2.035       1.021      -10.43       1.332    
   60.00       120.0      -2.252       1.422      -9.684       2.218    
   60.00       125.0      -2.390       1.841      -8.814       2.906    
   60.00       130.0      -2.455       2.260      -7.867       3.383    
   60.00       135.0      -2.455       2.660      -6.888       3.653    
   60.00       140.0      -2.404       3.030      -5.914       3.726    
   60.00       145.0      -2.315       3.360      -4.974       3.623    
   60.00       150.0      -2.205       3.644      -4.089       3.367    
   60.00       155.0      -2.086       3.882      -3.269       2.983    
   60.00       160.0      -1.971       4.071      -2.516       2.499    
   60.00       165.0      -1.871       4.216      -1.825       1.937    
   60.00       170.0      -1.794       4.316      -1.186       1.321    
   60.00       175.0      -1.745       4.376     -0.5836      0.6689    
   60.00       180.0      -1.728       4.396      0.5814E-06 -0.6729E-06
   60.00       185.0      -1.745       4.376      0.5836     -0.6689    
   60.00       190.0      -1.794       4.316       1.186      -1.321    
   60.00       195.0      -1.871       4.216       1.825      -1.937    
   60.00       200.0      -1.971       4.071       2.516      -2.499    
   60.00       205.0      -2.086       3.882       3.269      -2.983    
   60.00       210.0      -2.205       3.644       4.089      -3.367    
   60.00       215.0      -2.315       3.360       4.974      -3.623    
   60.00       220.0      -2.404       3.030       5.914      -3.726    
   60.00       225.0      -2.455       2.660       6.888      -3.653    
   60.00       230.0      -2.455       2.260       7.867      -3.383    
   60.00       235.0      -2.390       1.841       8.814      -2.906    
   60.00       240.0      -2.252       1.422       9.684      -2.218    
   60.00       245.0      -2.035       1.021       10.43      -1.332    
   60.00       250.0      -1.739      0.6601       11.00     -0.2732    
   60.00       255.0      -1.372      0.3609       11.37      0.9199    
   60.00       260.0     -0.9467      0.1422       11.49       2.196    
   60.00       265.0     -0.4818      0.1892E-01   11.34       3.493    
   60.00       270.0      0.6588E-07  0.4716E-08   10.94       4.749    
   60.00       275.0      0.4742      0.8738E-01   10.30       5.900    
   60.00       280.0      0.9168      0.2757       9.448       6.890    
   60.00       285.0       1.306      0.5531       8.433       7.676    
   60.00       290.0       1.627      0.9021       7.312       8.228    
   60.00       295.0       1.867       1.302       6.143       8.533    
   60.00       300.0       2.024       1.731       4.983       8.594    
   60.00       305.0       2.100       2.167       3.883       8.429    
   60.00       310.0       2.102       2.591       2.885       8.063    
   60.00       315.0       2.043       2.989       2.016       7.531    
   60.00       320.0       1.937       3.348       1.296       6.869    
   60.00       325.0       1.799       3.662      0.7289       6.110    
   60.00       330.0       1.647       3.928      0.3120       5.287    
   60.00       335.0       1.492       4.146      0.3342E-01   4.425    
   60.00       340.0       1.349       4.317     -0.1243       3.544    
   60.00       345.0       1.228       4.446     -0.1823       2.655    
   60.00       350.0       1.135       4.534     -0.1642       1.768    
   60.00       355.0       1.078       4.586     -0.9496E-01  0.8826    
   60.00       360.0       1.058       4.603      0.1989E-06 -0.1767E-05
   65.00       0.000       1.111       3.511       0.000       0.000    
   65.00       5.000       1.127       3.496      0.1267     -0.7631    
   65.00       10.00       1.171       3.453      0.2302      -1.530    
   65.00       15.00       1.242       3.379      0.2873      -2.304    
   65.00       20.00       1.334       3.272      0.2752      -3.083    
   65.00       25.00       1.442       3.129      0.1717      -3.863    
   65.00       30.00       1.556       2.949     -0.4346E-01  -4.633    
   65.00       35.00       1.667       2.729     -0.3876      -5.376    
   65.00       40.00       1.761       2.472     -0.8728      -6.068    
   65.00       45.00       1.828       2.180      -1.504      -6.680    
   65.00       50.00       1.853       1.860      -2.278      -7.179    
   65.00       55.00       1.826       1.522      -3.179      -7.529    
   65.00       60.00       1.738       1.181      -4.181      -7.696    
   65.00       65.00       1.583      0.8521      -5.246      -7.655    
   65.00       70.00       1.362      0.5542      -6.324      -7.386    
   65.00       75.00       1.080      0.3055      -7.363      -6.886    
   65.00       80.00      0.7478      0.1225      -8.305      -6.165    
   65.00       85.00      0.3814      0.1804E-01  -9.097      -5.251    
   65.00       90.00     -0.1913E-06  0.1315E-07  -9.693      -4.185    
   65.00       95.00     -0.3753      0.7004E-01  -10.06      -3.021    
   65.00       100.0     -0.7240      0.2235      -10.18      -1.819    
   65.00       105.0      -1.028      0.4500      -10.06     -0.6413    
   65.00       110.0      -1.274      0.7345      -9.713      0.4552    
   65.00       115.0      -1.453       1.059      -9.170       1.422    
   65.00       120.0      -1.562       1.405      -8.472       2.222    
   65.00       125.0      -1.604       1.755      -7.665       2.833    
   65.00       130.0      -1.586       2.092      -6.795       3.248    
   65.00       135.0      -1.519       2.405      -5.904       3.468    
   65.00       140.0      -1.416       2.685      -5.028       3.508    
   65.00       145.0      -1.290       2.927      -4.193       3.387    
   65.00       150.0      -1.153       3.129      -3.417       3.130    
   65.00       155.0      -1.017       3.292      -2.708       2.760    
   65.00       160.0     -0.8929       3.419      -2.068       2.303    
   65.00       165.0     -0.7883       3.512      -1.490       1.780    
   65.00       170.0     -0.7093       3.576     -0.9634       1.211    
   65.00       175.0     -0.6603       3.613     -0.4724      0.6125    
   65.00       180.0     -0.6437       3.626      0.4701E-06 -0.6160E-06
   65.00       185.0     -0.6603       3.613      0.4724     -0.6125    
   65.00       190.0     -0.7093       3.576      0.9634      -1.211    
   65.00       195.0     -0.7883       3.512       1.490      -1.780    
   65.00       200.0     -0.8929       3.419       2.068      -2.303    
   65.00       205.0      -1.017       3.292       2.708      -2.760    
   65.00       210.0      -1.153       3.129       3.417      -3.130    
   65.00       215.0      -1.290       2.927       4.193      -3.387    
   65.00       220.0      -1.416       2.685       5.028      -3.508    
   65.00       225.0      -1.519       2.405       5.904      -3.468    
   65.00       230.0      -1.586       2.092       6.795      -3.248    
   65.00       235.0      -1.604       1.755       7.665      -2.833    
   65.00       240.0      -1.562       1.405       8.472      -2.222    
   65.00       245.0      -1.453       1.059       9.170      -1.422    
   65.00       250.0      -1.274      0.7345       9.713     -0.4552    
   65.00       255.0      -1.028      0.4500       10.06      0.6413    
   65.00       260.0     -0.7240      0.2235       10.18       1.819    
   65.00       265.0     -0.3753      0.7004E-01   10.06       3.021    
   65.00       270.0      0.5218E-07 -0.3587E-08   9.693       4.185    
   65.00       275.0      0.3814      0.1804E-01   9.097       5.251    
   65.00       280.0      0.7478      0.1225       8.305       6.165    
   65.00       285.0       1.080      0.3055       7.363       6.886    
   65.00       290.0       1.362      0.5542       6.324       7.386    
   65.00       295.0       1.583      0.8521       5.246       7.655    
   65.00       300.0       1.738       1.181       4.181       7.696    
   65.00       305.0       1.826       1.522       3.179       7.529    
   65.00       310.0       1.853       1.860       2.278       7.179    
   65.00       315.0       1.828       2.180       1.504       6.680    
   65.00       320.0       1.761       2.472      0.8728       6.068    
   65.00       325.0       1.667       2.729      0.3876       5.376    
   65.00       330.0       1.556       2.949      0.4346E-01   4.633    
   65.00       335.0       1.442       3.129     -0.1717       3.863    
   65.00       340.0       1.334       3.272     -0.2752       3.083    
   65.00       345.0       1.242       3.379     -0.2873       2.304    
   65.00       350.0       1.171       3.453     -0.2302       1.530    
   65.00       355.0       1.127       3.496     -0.1267      0.7631    
   65.00       360.0       1.111       3.511      0.2616E-06 -0.1528E-05
   70.00       0.000       1.200       2.559       0.000       0.000    
   70.00       5.000       1.211       2.547      0.1365     -0.6299    
   70.00       10.00       1.242       2.509      0.2532      -1.265    
   70.00       15.00       1.291       2.446      0.3303      -1.908    
   70.00       20.00       1.355       2.355      0.3479      -2.559    
   70.00       25.00       1.427       2.234      0.2865      -3.217    
   70.00       30.00       1.501       2.084      0.1280      -3.871    
   70.00       35.00       1.568       1.903     -0.1437      -4.509    
   70.00       40.00       1.619       1.694     -0.5402      -5.108    
   70.00       45.00       1.643       1.461      -1.067      -5.644    
   70.00       50.00       1.632       1.209      -1.723      -6.086    
   70.00       55.00       1.578      0.9500      -2.495      -6.402    
   70.00       60.00       1.474      0.6944      -3.360      -6.561    
   70.00       65.00       1.319      0.4566      -4.285      -6.538    
   70.00       70.00       1.114      0.2516      -5.228      -6.315    
   70.00       75.00      0.8674      0.9332E-01  -6.139      -5.887    
   70.00       80.00      0.5893     -0.6106E-02  -6.966      -5.262    
   70.00       85.00      0.2945     -0.3840E-01  -7.662      -4.465    
   70.00       90.00     -0.1445E-06  0.3688E-07  -8.185      -3.532    
   70.00       95.00     -0.2769      0.1074      -8.504      -2.513    
   70.00       100.0     -0.5202      0.2769      -8.607      -1.461    
   70.00       105.0     -0.7168      0.4972      -8.494     -0.4320    
   70.00       110.0     -0.8580      0.7541      -8.181      0.5221    
   70.00       115.0     -0.9398       1.032      -7.698       1.358    
   70.00       120.0     -0.9631       1.314      -7.082       2.045    
   70.00       125.0     -0.9331       1.588      -6.375       2.563    
   70.00       130.0     -0.8583       1.842      -5.618       2.906    
   70.00       135.0     -0.7493       2.067      -4.849       3.079    
   70.00       140.0     -0.6178       2.261      -4.099       3.095    
   70.00       145.0     -0.4752       2.420      -3.392       2.973    
   70.00       150.0     -0.3318       2.547      -2.743       2.735    
   70.00       155.0     -0.1967       2.644      -2.157       2.403    
   70.00       160.0     -0.7734E-01   2.716      -1.636       1.999    
   70.00       165.0      0.2077E-01   2.766      -1.171       1.541    
   70.00       170.0      0.9350E-01   2.798     -0.7534       1.047    
   70.00       175.0      0.1382       2.817     -0.3683      0.5289    
   70.00       180.0      0.1532       2.822      0.3661E-06 -0.5316E-06
   70.00       185.0      0.1382       2.817      0.3683     -0.5289    
   70.00       190.0      0.9350E-01   2.798      0.7534      -1.047    
   70.00       195.0      0.2077E-01   2.766       1.171      -1.541    
   70.00       200.0     -0.7734E-01   2.716       1.636      -1.999    
   70.00       205.0     -0.1967       2.644       2.157      -2.403    
   70.00       210.0     -0.3318       2.547       2.743      -2.735    
   70.00       215.0     -0.4752       2.420       3.392      -2.973    
   70.00       220.0     -0.6178       2.261       4.099      -3.095    
   70.00       225.0     -0.7493       2.067       4.849      -3.079    
   70.00       230.0     -0.8583       1.842       5.618      -2.906    
   70.00       235.0     -0.9331       1.588       6.375      -2.563    
   70.00       240.0     -0.9631       1.314       7.082      -2.045    
   70.00       245.0     -0.9398       1.032       7.698      -1.358    
   70.00       250.0     -0.8580      0.7541       8.181     -0.5221    
   70.00       255.0     -0.7168      0.4972       8.494      0.4320    
   70.00       260.0     -0.5202      0.2769       8.607       1.461    
   70.00       265.0     -0.2769      0.1074       8.504       2.513    
   70.00       270.0      0.3943E-07 -0.1006E-07   8.185       3.532    
   70.00       275.0      0.2945     -0.3841E-01   7.662       4.465    
   70.00       280.0      0.5893     -0.6104E-02   6.966       5.262    
   70.00       285.0      0.8674      0.9332E-01   6.139       5.887    
   70.00       290.0       1.114      0.2516       5.228       6.315    
   70.00       295.0       1.319      0.4566       4.285       6.538    
   70.00       300.0       1.474      0.6944       3.360       6.561    
   70.00       305.0       1.578      0.9500       2.495       6.402    
   70.00       310.0       1.632       1.209       1.723       6.086    
   70.00       315.0       1.643       1.461       1.067       5.644    
   70.00       320.0       1.619       1.694      0.5402       5.108    
   70.00       325.0       1.568       1.903      0.1437       4.509    
   70.00       330.0       1.501       2.084     -0.1280       3.871    
   70.00       335.0       1.427       2.234     -0.2865       3.217    
   70.00       340.0       1.355       2.355     -0.3479       2.559    
   70.00       345.0       1.291       2.446     -0.3303       1.908    
   70.00       350.0       1.242       2.509     -0.2532       1.265    
   70.00       355.0       1.211       2.547     -0.1365      0.6299    
   70.00       360.0       1.200       2.559      0.2801E-06 -0.1260E-05
   75.00       0.000       1.241       1.761       0.000       0.000    
   75.00       5.000       1.247       1.751      0.1257     -0.4851    
   75.00       10.00       1.267       1.718      0.2358     -0.9750    
   75.00       15.00       1.297       1.664      0.3146      -1.473    
   75.00       20.00       1.335       1.586      0.3462      -1.981    
   75.00       25.00       1.376       1.486      0.3148      -2.497    
   75.00       30.00       1.415       1.361      0.2055      -3.013    
   75.00       35.00       1.444       1.215      0.4802E-02  -3.521    
   75.00       40.00       1.456       1.048     -0.2975      -4.002    
   75.00       45.00       1.446      0.8667     -0.7069      -4.435    
   75.00       50.00       1.405      0.6762      -1.222      -4.797    
   75.00       55.00       1.328      0.4854      -1.835      -5.060    
   75.00       60.00       1.215      0.3046      -2.527      -5.198    
   75.00       65.00       1.063      0.1454      -3.270      -5.189    
   75.00       70.00      0.8790      0.1883E-01  -4.031      -5.018    
   75.00       75.00      0.6687     -0.6483E-01  -4.769      -4.680    
   75.00       80.00      0.4433     -0.9795E-01  -5.440      -4.180    
   75.00       85.00      0.2158     -0.7635E-01  -6.005      -3.539    
   75.00       90.00     -0.1028E-06  0.5141E-07  -6.430      -2.787    
   75.00       95.00     -0.1905      0.1268      -6.689      -1.963    
   75.00       100.0     -0.3444      0.2958      -6.770      -1.113    
   75.00       105.0     -0.4533      0.4959      -6.675     -0.2834    
   75.00       110.0     -0.5129      0.7141      -6.419      0.4843    
   75.00       115.0     -0.5229      0.9374      -6.024       1.154    
   75.00       120.0     -0.4870       1.154      -5.524       1.701    
   75.00       125.0     -0.4118       1.353      -4.952       2.110    
   75.00       130.0     -0.3061       1.528      -4.343       2.376    
   75.00       135.0     -0.1797       1.676      -3.729       2.504    
   75.00       140.0     -0.4241E-01   1.794      -3.134       2.506    
   75.00       145.0      0.9677E-01   1.884      -2.577       2.398    
   75.00       150.0      0.2300       1.950      -2.070       2.199    
   75.00       155.0      0.3511       1.994      -1.618       1.927    
   75.00       160.0      0.4552       2.023      -1.219       1.599    
   75.00       165.0      0.5389       2.040     -0.8683       1.231    
   75.00       170.0      0.6000       2.049     -0.5562      0.8348    
   75.00       175.0      0.6372       2.053     -0.2711      0.4215    
   75.00       180.0      0.6497       2.054      0.2693E-06 -0.4236E-06
   75.00       185.0      0.6372       2.053      0.2711     -0.4215    
   75.00       190.0      0.6000       2.049      0.5562     -0.8348    
   75.00       195.0      0.5389       2.040      0.8683      -1.231    
   75.00       200.0      0.4552       2.023       1.219      -1.599    
   75.00       205.0      0.3511       1.994       1.618      -1.927    
   75.00       210.0      0.2300       1.950       2.070      -2.199    
   75.00       215.0      0.9677E-01   1.884       2.577      -2.398    
   75.00       220.0     -0.4241E-01   1.794       3.134      -2.506    
   75.00       225.0     -0.1797       1.676       3.729      -2.504    
   75.00       230.0     -0.3061       1.528       4.343      -2.376    
   75.00       235.0     -0.4118       1.353       4.952      -2.110    
   75.00       240.0     -0.4870       1.154       5.524      -1.701    
   75.00       245.0     -0.5229      0.9374       6.024      -1.154    
   75.00       250.0     -0.5129      0.7141       6.419     -0.4843    
   75.00       255.0     -0.4533      0.4959       6.675      0.2834    
   75.00       260.0     -0.3444      0.2958       6.770       1.113    
   75.00       265.0     -0.1905      0.1268       6.689       1.963    
   75.00       270.0      0.2805E-07 -0.1402E-07   6.430       2.787    
   75.00       275.0      0.2158     -0.7635E-01   6.005       3.539    
   75.00       280.0      0.4433     -0.9795E-01   5.440       4.180    
   75.00       285.0      0.6687     -0.6484E-01   4.769       4.680    
   75.00       290.0      0.8790      0.1883E-01   4.031       5.018    
   75.00       295.0       1.063      0.1454       3.270       5.189    
   75.00       300.0       1.215      0.3046       2.527       5.198    
   75.00       305.0       1.328      0.4854       1.835       5.060    
   75.00       310.0       1.405      0.6762       1.222       4.797    
   75.00       315.0       1.446      0.8667      0.7069       4.435    
   75.00       320.0       1.456       1.048      0.2975       4.002    
   75.00       325.0       1.444       1.215     -0.4802E-02   3.521    
   75.00       330.0       1.415       1.361     -0.2055       3.013    
   75.00       335.0       1.376       1.486     -0.3148       2.497    
   75.00       340.0       1.335       1.586     -0.3462       1.981    
   75.00       345.0       1.297       1.664     -0.3146       1.473    
   75.00       350.0       1.267       1.718     -0.2358      0.9750    
   75.00       355.0       1.247       1.751     -0.1257      0.4851    
   75.00       360.0       1.241       1.761      0.2570E-06 -0.9704E-06
   80.00       0.000       1.145       1.106       0.000       0.000    
   80.00       5.000       1.148       1.097      0.9681E-01 -0.3309    
   80.00       10.00       1.158       1.071      0.1828     -0.6656    
   80.00       15.00       1.174       1.027      0.2471      -1.007    
   80.00       20.00       1.192      0.9651      0.2785      -1.357    
   80.00       25.00       1.209      0.8855      0.2660      -1.713    
   80.00       30.00       1.221      0.7889      0.1986      -2.073    
   80.00       35.00       1.223      0.6771      0.6675E-01  -2.428    
   80.00       40.00       1.210      0.5529     -0.1372      -2.767    
   80.00       45.00       1.178      0.4207     -0.4178      -3.074    
   80.00       50.00       1.121      0.2862     -0.7745      -3.333    
   80.00       55.00       1.039      0.1566      -1.202      -3.524    
   80.00       60.00      0.9301      0.3998E-01  -1.687      -3.628    
   80.00       65.00      0.7965     -0.5512E-01  -2.211      -3.628    
   80.00       70.00      0.6430     -0.1208      -2.748      -3.513    
   80.00       75.00      0.4769     -0.1507      -3.271      -3.278    
   80.00       80.00      0.3074     -0.1407      -3.748      -2.929    
   80.00       85.00      0.1449     -0.8973E-01  -4.151      -2.478    
   80.00       90.00     -0.6656E-07  0.5386E-07  -4.453      -1.948    
   80.00       95.00     -0.1180      0.1230      -4.637      -1.366    
   80.00       100.0     -0.2018      0.2712      -4.695     -0.7651    
   80.00       105.0     -0.2471      0.4348      -4.628     -0.1787    
   80.00       110.0     -0.2528      0.6035      -4.445      0.3628    
   80.00       115.0     -0.2210      0.7672      -4.165      0.8343    
   80.00       120.0     -0.1565      0.9177      -3.811       1.217    
   80.00       125.0     -0.6609E-01   1.049      -3.407       1.502    
   80.00       130.0      0.4252E-01   1.157      -2.978       1.685    
   80.00       135.0      0.1613       1.240      -2.547       1.771    
   80.00       140.0      0.2828       1.300      -2.132       1.768    
   80.00       145.0      0.4005       1.339      -1.746       1.688    
   80.00       150.0      0.5093       1.361      -1.396       1.545    
   80.00       155.0      0.6054       1.371      -1.086       1.352    
   80.00       160.0      0.6861       1.371     -0.8145       1.120    
   80.00       165.0      0.7499       1.368     -0.5778      0.8610    
   80.00       170.0      0.7958       1.362     -0.3690      0.5834    
   80.00       175.0      0.8235       1.358     -0.1795      0.2944    
   80.00       180.0      0.8327       1.357      0.1781E-06 -0.2958E-06
   80.00       185.0      0.8235       1.358      0.1795     -0.2944    
   80.00       190.0      0.7958       1.362      0.3690     -0.5834    
   80.00       195.0      0.7499       1.368      0.5778     -0.8610    
   80.00       200.0      0.6861       1.371      0.8145      -1.120    
   80.00       205.0      0.6054       1.371       1.086      -1.352    
   80.00       210.0      0.5093       1.361       1.396      -1.545    
   80.00       215.0      0.4005       1.339       1.746      -1.688    
   80.00       220.0      0.2828       1.300       2.132      -1.768    
   80.00       225.0      0.1613       1.240       2.547      -1.771    
   80.00       230.0      0.4252E-01   1.157       2.978      -1.685    
   80.00       235.0     -0.6609E-01   1.049       3.407      -1.502    
   80.00       240.0     -0.1565      0.9177       3.811      -1.217    
   80.00       245.0     -0.2210      0.7672       4.165     -0.8343    
   80.00       250.0     -0.2528      0.6035       4.445     -0.3628    
   80.00       255.0     -0.2471      0.4348       4.628      0.1787    
   80.00       260.0     -0.2018      0.2712       4.695      0.7650    
   80.00       265.0     -0.1180      0.1230       4.637       1.366    
   80.00       270.0      0.1816E-07 -0.1469E-07   4.453       1.948    
   80.00       275.0      0.1449     -0.8973E-01   4.151       2.478    
   80.00       280.0      0.3074     -0.1407       3.748       2.929    
   80.00       285.0      0.4769     -0.1507       3.271       3.278    
   80.00       290.0      0.6430     -0.1208       2.748       3.513    
   80.00       295.0      0.7965     -0.5512E-01   2.211       3.628    
   80.00       300.0      0.9301      0.3998E-01   1.687       3.628    
   80.00       305.0       1.039      0.1566       1.202       3.524    
   80.00       310.0       1.121      0.2862      0.7745       3.333    
   80.00       315.0       1.178      0.4207      0.4178       3.074    
   80.00       320.0       1.210      0.5529      0.1372       2.767    
   80.00       325.0       1.223      0.6771     -0.6675E-01   2.428    
   80.00       330.0       1.221      0.7889     -0.1986       2.073    
   80.00       335.0       1.209      0.8855     -0.2660       1.713    
   80.00       340.0       1.192      0.9651     -0.2785       1.357    
   80.00       345.0       1.174       1.027     -0.2471       1.007    
   80.00       350.0       1.158       1.071     -0.1828      0.6656    
   80.00       355.0       1.148       1.097     -0.9681E-01  0.3309    
   80.00       360.0       1.145       1.106      0.1976E-06 -0.6617E-06
   85.00       0.000      0.8023      0.5499       0.000       0.000    
   85.00       5.000      0.8037      0.5442      0.5341E-01 -0.1688    
   85.00       10.00      0.8074      0.5272      0.1013     -0.3397    
   85.00       15.00      0.8124      0.4990      0.1379     -0.5144    
   85.00       20.00      0.8173      0.4596      0.1576     -0.6938    
   85.00       25.00      0.8200      0.4095      0.1546     -0.8775    
   85.00       30.00      0.8178      0.3496      0.1230      -1.063    
   85.00       35.00      0.8081      0.2814      0.5788E-01  -1.248    
   85.00       40.00      0.7879      0.2073     -0.4503E-01  -1.425    
   85.00       45.00      0.7549      0.1302     -0.1881      -1.586    
   85.00       50.00      0.7073      0.5413E-01 -0.3715      -1.723    
   85.00       55.00      0.6441     -0.1616E-01 -0.5923      -1.825    
   85.00       60.00      0.5660     -0.7567E-01 -0.8440      -1.881    
   85.00       65.00      0.4751     -0.1194      -1.117      -1.884    
   85.00       70.00      0.3752     -0.1431      -1.398      -1.827    
   85.00       75.00      0.2715     -0.1434      -1.671      -1.707    
   85.00       80.00      0.1701     -0.1190      -1.922      -1.527    
   85.00       85.00      0.7750E-01 -0.7036E-01  -2.133      -1.293    
   85.00       90.00     -0.3412E-07  0.4000E-07  -2.292      -1.017    
   85.00       95.00     -0.5727E-01  0.8762E-01  -2.390     -0.7134    
   85.00       100.0     -0.9077E-01  0.1867      -2.422     -0.4001    
   85.00       105.0     -0.9898E-01  0.2907      -2.387     -0.9411E-01
   85.00       110.0     -0.8245E-01  0.3930      -2.292      0.1885    
   85.00       115.0     -0.4364E-01  0.4879      -2.147      0.4343    
   85.00       120.0      0.1349E-01  0.5709      -1.962      0.6338    
   85.00       125.0      0.8407E-01  0.6388      -1.752      0.7816    
   85.00       130.0      0.1629      0.6904      -1.529      0.8764    
   85.00       135.0      0.2449      0.7259      -1.305      0.9204    
   85.00       140.0      0.3256      0.7468      -1.090      0.9181    
   85.00       145.0      0.4015      0.7556     -0.8904      0.8760    
   85.00       150.0      0.4699      0.7551     -0.7102      0.8010    
   85.00       155.0      0.5289      0.7485     -0.5511      0.7002    
   85.00       160.0      0.5777      0.7386     -0.4124      0.5798    
   85.00       165.0      0.6156      0.7281     -0.2919      0.4455    
   85.00       170.0      0.6425      0.7190     -0.1861      0.3017    
   85.00       175.0      0.6586      0.7129     -0.9044E-01  0.1522    
   85.00       180.0      0.6640      0.7108      0.8972E-07 -0.1529E-06
   85.00       185.0      0.6586      0.7129      0.9044E-01 -0.1522    
   85.00       190.0      0.6425      0.7190      0.1861     -0.3017    
   85.00       195.0      0.6156      0.7281      0.2919     -0.4455    
   85.00       200.0      0.5777      0.7386      0.4124     -0.5798    
   85.00       205.0      0.5289      0.7485      0.5511     -0.7002    
   85.00       210.0      0.4699      0.7551      0.7102     -0.8010    
   85.00       215.0      0.4015      0.7556      0.8904     -0.8760    
   85.00       220.0      0.3256      0.7468       1.090     -0.9181    
   85.00       225.0      0.2449      0.7259       1.305     -0.9204    
   85.00       230.0      0.1629      0.6904       1.529     -0.8764    
   85.00       235.0      0.8407E-01  0.6388       1.752     -0.7816    
   85.00       240.0      0.1349E-01  0.5709       1.962     -0.6338    
   85.00       245.0     -0.4364E-01  0.4879       2.147     -0.4343    
   85.00       250.0     -0.8245E-01  0.3930       2.292     -0.1885    
   85.00       255.0     -0.9898E-01  0.2907       2.387      0.9411E-01
   85.00       260.0     -0.9077E-01  0.1867       2.422      0.4001    
   85.00       265.0     -0.5727E-01  0.8762E-01   2.390      0.7134    
   85.00       270.0      0.9309E-08 -0.1091E-07   2.292       1.017    
   85.00       275.0      0.7750E-01 -0.7036E-01   2.133       1.293    
   85.00       280.0      0.1701     -0.1190       1.922       1.527    
   85.00       285.0      0.2715     -0.1434       1.671       1.707    
   85.00       290.0      0.3752     -0.1431       1.398       1.827    
   85.00       295.0      0.4751     -0.1194       1.117       1.884    
   85.00       300.0      0.5660     -0.7567E-01  0.8440       1.881    
   85.00       305.0      0.6441     -0.1616E-01  0.5923       1.825    
   85.00       310.0      0.7073      0.5413E-01  0.3715       1.723    
   85.00       315.0      0.7549      0.1302      0.1881       1.586    
   85.00       320.0      0.7879      0.2073      0.4503E-01   1.425    
   85.00       325.0      0.8081      0.2814     -0.5789E-01   1.248    
   85.00       330.0      0.8178      0.3496     -0.1230       1.063    
   85.00       335.0      0.8200      0.4095     -0.1546      0.8775    
   85.00       340.0      0.8173      0.4596     -0.1576      0.6938    
   85.00       345.0      0.8124      0.4990     -0.1379      0.5144    
   85.00       350.0      0.8074      0.5272     -0.1013      0.3397    
   85.00       355.0      0.8037      0.5442     -0.5341E-01  0.1688    
   85.00       360.0      0.8023      0.5499      0.1089E-06 -0.3374E-06
   90.00       0.000     -0.5911E-06 -0.2949E-06   0.000       0.000    
   90.00       5.000     -0.5915E-06 -0.2910E-06 -0.4870E-07  0.1075E-06
